	1-065_ANT4	1-065_OE_BUO	1-065_OOE_ANT1	1-065_OOE_ANT2	1-065_OOE_ANT3	1-065_OOE_CEN	1-065_OOE_COL5	FM__1-065_OOE_ACU	FM_1_065_OOE__FIL	FM_1-065_ALM-KIS	FM_1-065_ALM-LAT	FM_1-065_AVO_LAT	FM_1-065_AVO_OLI	FM_1-065_AVO_SAN2	FM_1-065_AVO-CHO	FM_1-065_AVO-SAN1	FM_1-065_CAN_CED	FM_1-065_CAN_COM	FM_1-065_CAN_HAR	FM_1-065_COR-MAZ	FM_1-065_FLA-GOL1	FM_1-065_FLA-GOL2	FM_1-065_GRA-BAS1	FM_1-065_GRA-BAS2	FM_1-065_GRA-CAR	FM_1-065_GRA-MAN	FM_1-065_HAZ_GEO	FM_1-065_HAZ_LAT	FM_1-065_HEM_GOL	FM_1-065_ILF1	FM_1-065_MAG-HGV	FM_1-065_OOE_AUM	FM_1-065_OOE_BOR	FM_1-065_OOE_CAL	FM_1-065_OOE_COL1	FM_1-065_OOE_COL3	FM_1-065_OOE_CRI	FM_1-065_OOE_FRA1	FM_1-065_OOE_FRA4	FM_1-065_OOE_GEM	FM_1-065_OOE_HER	FM_1-065_OOE_KRI	FM_1-065_OOE_KRN	FM_1-065_OOE_KRN2	FM_1-065_OOE_KRT	FM_1-065_OOE_MAS	FM_1-065_OOE_NEF	FM_1-065_OOE_PAE	FM_1-065_OOE_SAM2	FM_1-065_OOE_TRA1	FM_1-065_OOE-ALL	FM_1-065_OOE-AUR	FM_1-065_OOE-CLE	FM_1-065_OOE-COL2	FM_1-065_OOE-COL4	FM_1-065_OOE-DOM	FM_1-065_OOE-FRA3	FM_1-065_OOE-GIA	FM_1-065_OOE-ILF2	FM_1-065_OOE-LOR	FM_1-065_OOE-MIN	FM_1-065_OOE-NUN	FM_1-065_OOE-PLA	FM_1-065_OOE-PRT	FM_1-065_OOE-SAM1	FM_1-065_OOE-SOL	FM_1-065_OOE-TRA2	FM_1-065_OOE-VAL	FM_1-065_OOR-FILL	FM_1-065_OOR-GAL	FM_1-065_OOR-MAS	FM_1-065_PEA_PLA	FM_1-065_PEA-CED	FM_1-065_PEA-LIO	FM_1-065_PIS-LAT	FM_1-065_PUM_GEA	FM_1-065_PUM_PEL	FM_1-065_RIC_EPI	FM_1-065_SED-DID1	FM_1-065_SES_CLI	FM_1-065_SES-D1D2	FM_1-065_SES-GRE	FM_1-065_SES-KAD1	FM_1-065_SES-KAD2	FM_1-065_SES-MJR	FM_1-065_SUN_CEO	FM_1-065_SUN_COM	FM_1-065_SUN-SAF	FM_1-065_SUN-SAF2	FM_1-065_SUN-UNI	FM_1-065_WAL-LAT	FM_1-0655_SES_TOK	FM1-065_OOE-FRA2	FM-1-065_OOE-PAR	
3.01826	0.716383	0.433444	-0.081997	0.151303	0.447171	0.627527	0.304947	0.268346	0.178766	0.479721	0.237828	0.494724	0.011975	0.480628	0.287989	0.580062	0.785929	0.42709	0.46376	1.10066	2.87402	5.36434	1.8354	0.70454	1.51358	0.993879	-0.236454	0.328381	4.1804	0.491647	-0.0292391	-0.0264913	-0.196773	-0.0117038	0.227014	-0.0728138	-0.338328	0.255672	-0.0400511	-0.196511	-0.13242	-0.316489	-0.0768724	-0.00400514	0.0591385	0.441457	0.165863	-0.0152231	-0.0726847	-0.0154205	-0.0621197	-0.0459074	0.102219	-0.213291	0.484726	-0.0807712	0.173401	0.145221	0.324261	0.368024	0.150745	0.400751	0.698497	0.379119	-0.103255	0.0874976	0.684804	0.210907	0.26753	0.373044	0.0935763	0.18974	0.553015	0.402872	1.82365	1.43755	4.78352	1.56476	1.07515	0.396442	0.516813	0.468411	0.218848	0.522714	0.445129	0.123575	1.40795	0.345696	0.304255	0.24834	0.341607	0.854456	-0.029612	-0.144368	
3.02123	0.748737	0.508005	-0.0975888	0.221999	0.360262	0.551196	0.279399	0.22582	0.191783	0.410125	0.40488	0.615444	0.0385403	0.405819	0.220613	0.584034	0.717095	0.413521	0.390599	1.0431	2.84017	5.25126	1.85929	0.594561	1.52046	1.01417	-0.258664	0.354823	4.10555	0.473888	-0.0386723	-0.0106481	-0.237942	-0.0279107	0.145427	-0.163995	-0.258724	0.213839	0.0664934	-0.167729	-0.141149	-0.330814	-0.0963493	0.00744763	0.0576397	0.486372	0.0932117	0.0263151	-0.0302704	-0.0785945	0.275842	-0.0400873	0.0544316	-0.0854055	0.473473	-0.0392389	0.170638	0.11982	0.144186	0.399193	0.246476	0.196415	0.699173	0.319468	-0.0182164	0.0208092	0.693491	0.191073	0.183159	0.373861	0.107826	0.177769	0.615139	0.410308	1.7581	1.25666	4.7604	1.56847	1.05372	0.364213	0.511996	0.463889	0.206239	0.325461	0.404163	0.0659644	1.36669	0.167989	0.309466	0.236451	0.332871	0.772369	0.00176155	-0.177398	
3.0242	0.636957	0.429333	-0.113181	0.212057	0.273353	0.474865	0.240906	0.169723	0.2048	0.364605	0.482828	0.658502	0.121011	0.374951	0.281871	0.628959	0.658878	0.486285	0.317438	0.98554	2.80632	5.13819	1.70003	0.537657	1.53875	1.02024	-0.312681	0.347564	4.0307	0.456128	-0.0690169	0.069597	-0.279111	-0.236323	0.0638401	-0.220368	-0.038511	0.172007	0.146821	-0.144039	-0.14537	-0.276074	-0.0743858	-0.0274043	0.056141	0.492816	0.0613818	0.0678533	-0.049509	-0.0373656	0.427678	-0.0976438	0.064945	-0.0584995	0.415931	-0.0222057	0.167875	0.103535	0.034696	0.273368	0.247553	0.110159	0.667005	0.259816	0.0891544	0.0569547	0.471083	0.171239	0.154045	0.322846	0.122076	0.272419	0.620603	0.348493	1.69255	1.29673	4.73728	1.57218	1.00429	0.466007	0.547266	0.42742	0.211304	0.204986	0.576118	0.120922	1.47178	0.129028	0.310865	0.224562	0.362224	0.823787	0.033135	-0.330745	
3.02717	0.577688	0.412115	-0.140016	0.202115	0.186444	0.398534	0.202414	0.113626	0.217969	0.365533	0.38887	0.551279	0.184801	0.429411	0.278774	0.629346	0.600662	0.500021	0.244277	0.986635	2.77246	5.02512	1.61793	0.583166	1.57906	1.02631	-0.366698	0.275445	3.97513	0.438368	-0.0993614	0.0882483	-0.320279	-0.368185	-0.0177468	-0.209522	0.0374338	0.175959	0.176573	-0.130165	-0.140894	-0.0882232	0.0275061	-0.0622562	0.102749	0.42496	0.0295518	0.0194554	-0.187714	-0.0367759	0.220479	-0.117275	0.18936	-0.226642	0.269093	-0.0526546	0.149672	0.0872498	0.0614211	0.237912	0.0661057	0.25156	0.571859	0.22983	0.0941559	0.0367519	0.367172	0.151404	0.231463	0.271832	0.136326	0.289441	0.575881	0.358444	1.65701	1.33679	4.71416	1.57589	0.954856	0.527711	0.57352	0.329048	0.216368	0.232708	0.631565	0.147164	1.51929	0.356956	0.304876	0.212673	0.312608	0.870887	0.0541981	-0.333877	
3.03014	0.62044	0.513802	-0.18887	0.192173	0.122247	0.342733	0.163921	0.0575283	0.23143	0.366461	0.332177	0.483351	0.212512	0.457797	0.15166	0.543581	0.542445	0.400307	0.210711	1.10122	2.72786	4.96646	1.68453	0.566448	1.51618	1.03237	-0.420715	0.203326	3.95666	0.40152	-0.129706	-0.0137668	-0.310763	-0.35258	-0.0657472	-0.198675	-0.164931	0.268487	0.206324	-0.11629	-0.136418	-0.0297062	0.0142032	-0.0971081	0.242002	0.357103	-0.00227816	-0.202653	-0.257399	-0.114584	0.118472	-0.0637681	0.226455	-0.315376	0.194321	-0.0831035	0.101782	0.0709647	0.0844647	0.375932	-0.111515	0.337163	0.565851	0.256662	-0.0992056	-0.0938279	0.492573	0.121799	0.27981	0.220817	0.150576	0.157286	0.434099	0.507155	1.68025	1.37685	4.68683	1.50424	0.905422	0.511989	0.582248	0.28275	0.221433	0.26043	0.460618	0.117163	1.45619	0.517133	0.298888	0.200783	0.110753	0.909649	0.0554126	-0.047125	
3.03311	0.588953	0.497534	-0.237725	0.186829	0.101871	0.326501	0.125428	0.0313141	0.244891	0.367389	0.347221	0.491299	0.191946	0.435653	0.0822784	0.472312	0.524136	0.369557	0.253117	1.15941	2.6625	5.01299	1.75113	0.429922	1.25447	1.02892	-0.405186	0.131206	3.86617	0.32786	-0.151945	-0.0499888	-0.202792	-0.305832	-0.0485106	-0.187828	-0.294359	0.279507	0.236076	-0.102416	-0.131941	-0.21992	-0.220803	-0.120334	0.309623	0.289247	-0.03841	-0.249997	-0.195147	-0.116085	0.218948	-0.0150082	0.0933215	-0.251055	0.258271	-0.113552	0.0538916	0.0925374	0.100419	0.473032	-0.281774	0.315419	0.730403	0.283494	-0.220727	-0.138002	0.560126	0.0733923	0.272226	0.193061	0.164826	0.071288	0.349838	0.545071	1.65186	1.3565	4.65138	1.28798	0.848534	0.426823	0.570339	0.337129	0.226497	0.288152	0.355459	0.0871625	1.39308	0.547266	0.292899	0.183717	-0.0104779	0.87921	0.056627	0.109883	
3.03608	0.413541	0.253533	-0.286579	0.19033	0.154277	0.239782	0.0869358	0.0626105	0.258351	0.394684	0.30629	0.479367	0.0783422	0.397462	0.123914	0.429021	0.582353	0.471068	0.295522	1.10873	2.59714	4.94592	1.81773	0.382972	1.09394	1.00712	-0.256248	0.112715	3.63751	0.2542	-0.158523	0.042407	-0.135426	-0.199219	0.043816	-0.176981	-0.283387	0.133172	0.248672	-0.0755975	-0.127465	-0.317852	-0.346219	-0.121213	0.239587	0.270913	-0.0828147	0.0394861	-0.15434	0.0293014	0.278602	0.0246162	0.0339675	-0.161883	0.322221	-0.130033	0.00600133	0.186933	0.116373	0.49175	-0.293827	0.293676	0.838234	0.310325	-0.203341	-0.0132838	0.515971	0.0249857	0.264642	0.210066	0.179076	0.0737982	0.376584	0.369222	1.52255	1.22018	4.61593	1.14416	0.777081	0.20783	0.518402	0.391508	0.231562	0.3077	0.377866	0.0571616	1.32997	0.484108	0.276717	0.156659	0.0233904	0.715462	0.0578415	0.0170491	
3.03905	0.270268	0.112245	-0.300041	0.193831	0.346807	0.0174965	0.0484432	0.093907	0.232919	0.472631	0.157831	0.429129	-0.0207584	0.328239	0.16555	0.430394	0.64057	0.572578	0.337927	1.02854	2.53178	4.65973	1.78264	0.508122	1.12795	0.926277	-0.14487	0.196989	3.52004	0.18054	-0.165101	0.135832	-0.146767	-0.130991	0.281682	-0.166134	-0.254154	0.0372143	0.228316	-0.0239374	-0.122989	-0.238695	-0.261171	-0.122092	0.196452	0.347817	-0.127219	0.188334	-0.154731	0.0931779	0.259853	-0.0118249	0.11814	-0.0249167	0.386171	-0.119559	-0.0329008	0.205506	0.132328	0.431927	-0.00212208	0.271932	0.837769	0.327145	-0.185955	0.0831806	0.471815	-0.023421	0.257058	0.227071	0.176958	0.115233	0.40333	0.265342	1.4137	1.15468	4.58048	1.13907	0.705628	0.0948902	0.455163	0.445887	0.236626	0.311539	0.370077	0.0383192	1.26686	0.242272	0.240863	0.1296	-0.0219339	0.650067	0.0590559	-0.0305917	
3.04202	0.189166	0.168843	-0.244488	0.197332	0.41179	-0.102585	0.00995055	0.125203	0.132777	0.448776	0.084113	0.378892	-0.091968	0.259016	0.207185	0.517792	0.698786	0.674089	0.31981	0.891473	2.49214	4.48516	1.55244	0.570868	1.16197	0.731885	-0.105391	0.215167	3.61542	0.178665	-0.171679	0.231266	-0.183099	-0.136387	0.398921	-0.155287	-0.189848	0.0383029	0.20796	0.0277228	-0.118513	-0.159538	-0.176124	-0.12297	0.2049	0.424722	-0.171624	0.0667171	-0.189481	0.000490273	0.241104	-0.194328	0.15853	0.0324143	0.37785	-0.109084	-0.0545947	0.0785401	0.182248	0.221984	0.117289	0.2576	0.792607	0.324871	-0.168568	0.124536	0.427659	-0.0413845	0.252942	0.244076	0.143421	0.231145	0.430076	0.300019	1.34478	1.22486	4.53182	1.13247	0.634176	0.185886	0.370049	0.468182	0.241691	0.315377	0.303863	0.0412397	1.20375	0.0683805	0.205008	0.102542	-0.219274	0.773735	0.0602704	0.00860465	
3.04499	0.182515	0.246333	-0.188935	0.220432	0.231735	-0.0265226	-0.0030457	0.171079	0.11053	0.229783	0.153659	0.328654	-0.0953985	0.189793	0.271605	0.547046	0.732323	0.667228	0.186071	0.810955	2.50192	4.52545	1.41762	0.513982	1.19599	0.615102	-0.122333	0.106957	3.63857	0.31463	-0.150387	0.26072	-0.267767	-0.114556	0.282861	-0.144441	-0.125541	0.0393914	0.187603	0.079383	-0.114037	-0.0803805	-0.0910774	-0.123849	0.213348	0.501626	-0.164978	0.0202116	-0.290101	-0.0615878	0.222355	-0.267134	0.113928	-0.0630837	0.231012	-0.09861	-0.0762886	0.0330412	0.297294	0.0941146	-0.0933914	0.257465	0.662293	0.322597	-0.111345	0.159408	0.353382	-0.00102248	0.25547	0.315893	0.109883	0.255293	0.444222	0.307293	1.32762	1.22226	4.45784	1.12299	0.596214	0.276881	0.326327	0.428711	0.248566	0.319216	0.303625	0.0441601	1.14064	0.0243401	0.169153	0.0889546	-0.300134	0.828006	0.0614848	0.0162156	
3.04796	0.319578	0.363989	-0.133382	0.281065	0.124667	0.04954	0.0328104	0.244891	0.237594	0.129302	0.190069	0.30637	0.0312332	0.149484	0.379649	0.464548	0.718739	0.453427	0.113901	0.839143	2.51171	4.53157	1.46539	0.472719	1.20625	0.647239	-0.247042	0.044598	3.52376	0.373916	-0.0754805	0.161743	-0.270994	-0.0406129	0.204452	-0.116382	-0.061234	0.04048	0.11922	0.0418001	-0.131073	-0.0515539	-0.0588121	-0.124727	0.221796	0.527092	-0.0605811	0.117848	-0.314022	-0.0649978	0.146246	-0.129751	0.0743507	-0.111231	0.133177	-0.0924712	-0.0979825	0.143578	0.29403	0.122775	-0.208879	0.25733	0.589094	0.320323	0.0225746	0.18166	0.221187	0.0393395	0.257998	0.492744	0.0763451	0.104238	0.434156	0.261926	1.41125	1.08056	4.45162	1.1135	0.623408	0.367877	0.362545	0.357111	0.258916	0.317784	0.430765	0.0470805	1.07753	0.0855499	0.154727	0.101254	-0.157887	0.749165	0.0626993	-0.0367338	
3.05093	0.382085	0.419842	-0.0929054	0.341698	0.157517	0.125603	0.0686666	0.279771	0.284215	0.255501	0.163102	0.337712	0.139684	0.164845	0.379826	0.426841	0.641031	0.338567	0.159102	0.836657	2.52149	4.47204	1.51914	0.461342	1.17106	0.679375	-0.296416	0.0697238	3.43043	0.286281	-0.0377872	0.0627654	-0.117038	-0.0436549	0.198706	-0.0553683	-0.0629262	0.0364526	-0.0410213	-0.166317	-0.189262	-0.118897	-0.127475	-0.125606	0.186032	0.454066	0.0438159	0.184927	-0.191216	-0.0684077	-0.039561	-0.068648	0.0445046	-0.0687036	0.12906	-0.0946636	-0.0890675	0.178077	0.0644089	0.174123	-0.142381	0.257195	0.624473	0.321396	0.094724	0.203911	0.160494	0.0797015	0.260526	0.54502	0.0522998	0.0312522	0.42409	0.216558	1.40118	1.00989	4.57491	1.10401	0.650602	0.427435	0.362493	0.22379	0.269265	0.306269	0.462933	0.0326745	1.06305	0.347474	0.181482	0.113553	-0.0553485	0.680458	0.0639138	-0.0443626	
3.0539	0.300984	0.357139	-0.0817024	0.402331	0.162959	0.195766	0.104523	0.240208	0.176972	0.320447	0.173612	0.369054	0.213323	0.180206	0.173917	0.475032	0.441153	0.412229	0.165768	0.775332	2.51677	4.42571	1.58429	0.449964	1.13586	0.711512	-0.202207	0.0948496	3.37802	0.227442	-0.0715269	-0.0362121	-0.0318947	-0.193729	0.19296	0.00564504	-0.190845	0.0226122	-0.132349	-0.244442	-0.247452	-0.186239	-0.126628	-0.126485	0.0658541	0.381039	0.148213	0.193491	-0.102866	-0.0718176	-0.161893	-0.153392	0.0146584	-0.026176	0.16118	-0.128918	-0.0218028	0.0672517	-0.0689487	0.268648	-0.0639679	0.242938	0.659852	0.328824	0.0482045	0.226163	0.236985	0.111668	0.248562	0.359101	0.0463983	0.107001	0.414024	0.171191	1.2091	1.07469	4.60492	1.1491	0.677796	0.4268	0.292546	0.152976	0.279614	0.294754	0.312126	-0.0153801	1.14122	0.45893	0.208237	0.125852	-0.0287053	0.631149	0.0651282	0.0347178	
3.05687	0.294543	0.285411	-0.0704994	0.461423	0.11597	0.254658	0.180998	0.15191	0.147846	0.268482	0.255648	0.400396	0.180149	0.195566	0.0611746	0.483557	0.308167	0.448736	0.0991306	0.770716	2.48429	4.40465	1.5538	0.438587	1.10066	0.738707	-0.129216	0.119975	3.32561	0.223657	-0.0842561	-0.0690245	-0.0792777	-0.273134	0.187215	0.0666584	-0.318764	0.00877174	-0.0921585	-0.0747009	-0.305641	-0.253582	0.00684838	-0.13079	0.0177162	0.308013	0.154545	0.202056	-0.0802883	-0.11104	-0.163095	-0.2262	-0.0151877	0.0163516	0.262458	-0.22465	0.0454619	-0.0166051	-0.0185277	0.322019	0.0371769	0.201746	0.695231	0.336252	-0.0160347	0.198761	0.28215	0.127618	0.208958	0.182537	0.0404968	0.141217	0.37724	0.170996	1.13815	1.10837	4.45696	1.29799	0.707314	0.426165	0.243353	0.201979	0.260904	0.283238	0.227481	-0.0287328	1.14274	0.284056	0.234992	0.131432	-0.0861482	0.512247	0.0663427	0.0372113	
3.05984	0.431606	0.196405	-0.0592964	0.517575	0.142175	0.242663	0.334969	-0.0293735	0.26781	0.282331	0.28999	0.3681	-0.0571056	0.207884	0.12605	0.41617	0.302345	0.4146	0.0324936	0.874646	2.4518	4.3836	1.34097	0.411543	1.03949	0.75646	-0.0965782	0.107764	3.2732	0.142977	-0.056741	0.026409	-0.126661	-0.217859	0.181469	0.105279	-0.446683	-0.00506867	-0.0232135	0.0193751	-0.309589	-0.257427	0.0721666	-0.141626	0.106828	0.304356	-0.0260864	0.210621	-0.105154	-0.218607	-0.206673	-0.276237	-0.0450338	0.0338875	0.359199	-0.261517	0.112727	-0.0490312	0.0318933	0.297243	0.138322	0.160555	0.693204	0.34368	-0.114243	0.0751284	0.26734	0.143569	0.169353	0.0238249	0.0345953	0.0964766	0.289333	0.257207	1.30203	1.08283	4.309	1.37403	0.741334	0.425529	0.234072	0.250981	0.186697	0.271723	0.270029	0.0251626	0.998572	0.0835947	0.230995	0.124155	-0.30396	0.492569	0.0675571	-0.106509	
3.06281	0.5381	0.1074	-0.062582	0.499627	0.308092	0.0955011	0.37272	-0.0805143	0.324214	0.421521	0.233502	0.214239	-0.172281	0.214367	0.126022	0.375733	0.296524	0.320932	-0.0341434	0.893096	2.41932	4.36254	1.23665	0.354657	0.928785	0.774214	-0.0639401	0.0246166	3.20568	-0.0844081	-0.0665439	0.120807	-0.174044	-0.162583	0.175724	0.101212	-0.482784	-0.0126029	0.10049	-0.0305139	-0.210219	-0.140463	0.00771515	-0.152463	0.173395	0.432961	-0.137398	0.205042	-0.220391	-0.244202	-0.330945	-0.288025	-0.07488	0.00377005	0.447302	-0.18576	0.125003	-0.00520415	0.0823142	0.26388	0.239466	0.119364	0.620375	0.305798	-0.150506	0.00832236	0.252531	0.15952	0.129749	-0.0599315	0.0473853	0.0517359	0.252039	0.271042	1.4085	1.05728	4.16105	1.31175	0.775354	0.427517	0.234424	0.299984	0.170693	0.260208	0.286352	0.0444885	0.886385	-0.0288896	0.168152	0.116878	-0.389034	0.80943	0.0687716	-0.159331	
3.06578	0.585965	0.0183942	-0.0938811	0.340693	0.435261	0.0340224	0.189221	0.116122	0.259573	0.499285	0.177013	0.152847	-0.0547021	0.220851	0.00252585	0.38676	0.290702	0.114318	-0.0437792	0.748284	2.38684	4.27213	1.33872	0.297771	0.818083	0.791968	-0.0313019	0.00794141	3.10948	-0.19368	-0.147675	0.213203	-0.200874	-0.107308	0.192034	0.0971443	-0.344032	-0.00809313	0.155086	-0.041295	-0.11085	-0.023499	-0.0567364	-0.163299	0.197103	0.476066	-0.116833	0.172497	-0.220451	-0.113695	-0.349126	-0.226998	-0.104726	-0.0263474	0.462724	-0.142156	0.0329064	0.183732	0.102475	0.214249	0.201198	0.0677373	0.547546	0.18225	-0.0682741	0.0514147	0.237722	0.144855	0.104096	-0.000981264	0.0957488	0.00699516	0.311379	0.146727	1.40393	1.03174	4.09646	1.2393	0.809374	0.434504	0.253264	0.330836	0.265597	0.248692	0.252364	-0.00303507	0.834856	0.131889	0.105309	0.109601	-0.221499	0.784125	0.069986	-0.0389911	
3.06875	0.55896	-0.0134757	-0.12518	0.232194	0.488626	0.135573	0.0293619	0.217406	0.194931	0.460312	0.120525	0.267718	0.0141889	0.227334	-0.0431121	0.386542	0.252849	-0.0124979	0.0545453	0.660339	2.35435	4.04936	1.34487	0.240884	0.707381	0.794855	-0.0572767	0.117279	3.08591	-0.0780954	-0.209342	0.239248	-0.18829	-0.0559591	0.250639	0.0930768	-0.205279	-0.00358335	0.0783588	0.0221732	-0.0114812	0.0934648	-0.121188	-0.15958	0.220812	0.356509	-0.117871	0.139951	-0.00159286	0.00206099	-0.165723	-0.207365	-0.134572	-0.0564648	0.340039	-0.159938	-0.0229827	0.308984	0.0651138	0.164618	-0.101875	-0.00370621	0.474717	0.139368	-0.0674597	0.0928029	0.244791	0.0720366	0.104938	0.0300164	0.144112	-0.0261079	0.364383	0.0608234	1.3473	0.976567	4.19022	1.1476	0.80009	0.39947	0.272103	0.327048	0.306772	0.237177	0.218375	-0.0157593	0.860183	0.182885	0.0424657	0.109098	-0.170271	0.586334	0.0712005	0.0393912	
3.07172	0.388662	0.0635528	-0.156479	0.219452	0.468591	0.237124	-0.0855887	0.137541	0.13029	0.340602	0.106279	0.299084	-0.00954766	0.250276	0.0590453	0.364897	0.154366	0.0117568	0.0909508	0.680781	2.32187	3.89533	1.16897	0.238988	0.656386	0.769461	-0.194243	0.156498	3.1999	0.0374894	-0.233886	0.137233	-0.175706	-0.0120598	0.27138	0.0798866	-0.0665265	0.000926478	0.0244291	0.0621335	0.0244536	0.107463	-0.161735	-0.128243	0.24452	0.277755	-0.159918	0.107406	0.10445	0.0897887	-0.0400877	-0.266368	-0.190024	-0.0810999	0.272936	-0.143049	-0.0102937	0.313307	0.0277525	0.114986	-0.245395	-0.00349465	0.404233	0.248667	-0.222055	0.130902	0.293566	-0.000781402	0.105781	0.00791007	0.192476	-0.0371823	0.405317	0.0480767	1.19018	0.865249	4.21584	1.05589	0.707279	0.284495	0.290943	0.32326	0.245778	0.231256	0.184387	0.0386671	1.03098	-0.0499016	0.0141017	0.121499	-0.339914	0.565503	0.072415	0.0380159	
3.07469	0.237107	0.0784287	-0.148612	0.206709	0.30905	0.338675	-0.130611	0.0968291	0.12714	0.0677883	0.172134	0.171616	-0.0271897	0.304637	0.0961163	0.370277	0.120371	0.0360115	0.0103341	0.686986	2.28938	3.8722	1.02708	0.341383	0.718718	0.744066	-0.255448	0.0630753	3.26862	0.153074	-0.221007	0.0995852	-0.163123	-0.0068709	0.21967	0.04938	0.00585391	0.000291403	0.013729	0.0575579	-0.0599207	-0.073595	-0.156964	-0.0969055	0.237661	0.276463	-0.132449	0.0942635	-0.00347843	0.0953134	-0.0239828	-0.248658	-0.294653	-0.0953262	0.311223	-0.0601058	0.0231683	0.317631	-0.00960886	0.0822519	-0.0865048	0.132505	0.338167	0.31221	-0.273118	0.140508	0.342341	-0.0735994	0.106624	-0.0141963	0.196291	-0.0482568	0.395494	0.03533	1.09599	0.825367	4.11232	0.96419	0.614467	0.231326	0.303269	0.319472	0.243149	0.235947	0.117611	0.100354	1.10367	-0.101607	0.0514341	0.133901	-0.376446	0.54904	0.0769421	-0.00893638	
3.07766	0.121349	-0.0249021	-0.0653407	0.193966	0.233732	0.293404	-0.0430796	0.13034	0.240595	-0.0612918	0.23799	0.110384	-0.0332618	0.306256	0.00990179	0.427045	0.208181	0.0602662	-0.023778	0.666114	2.2754	3.86708	0.949623	0.380844	0.781049	0.718671	-0.173496	0.0363116	3.25179	0.205917	-0.136906	0.185906	-0.150539	-0.0749804	0.153741	0.0188733	-0.0476193	-0.0101278	0.00302887	0.0529822	-0.144295	-0.17617	-0.152194	-0.0655681	0.17294	0.27517	0.0267003	0.117959	-0.111407	-0.0550327	-0.00787799	-0.0855328	-0.355128	-0.109553	0.313068	-0.0416501	0.0958906	0.321954	-0.0290981	0.0813975	0.028821	0.196281	0.317178	0.289623	-0.126981	0.0952451	0.391116	-0.124254	0.101054	-0.0363026	0.115685	-0.0593312	0.289181	0.0225833	1.123	0.920552	4.0685	0.864864	0.521655	0.295483	0.303151	0.314715	0.351265	0.240639	-0.0117952	0.17602	0.991059	0.140714	0.0887666	0.146303	-0.160743	0.540865	0.0877372	-0.142341	
3.08063	0.0806728	-0.0348732	0.0179311	0.176573	0.318145	-0.0300299	-0.00442128	0.15895	0.275493	0.0816105	0.303845	0.174868	-0.0393339	0.207409	-0.00298749	0.425739	0.2933	0.0807844	0.0298111	0.645242	2.29654	3.89619	0.968349	0.301204	0.84338	0.685046	-0.110511	0.135374	3.07108	0.139827	-0.0840338	0.238958	-0.137955	-0.0922111	0.0606632	-0.0116334	-0.101093	-0.020547	-0.00767124	0.0484066	-0.228669	-0.130388	-0.147423	-0.00574837	0.108218	0.273878	0.13364	0.141654	-0.219335	-0.220813	0.00822681	-0.025635	-0.330983	-0.123779	0.245962	-0.145785	0.0959936	0.28799	-0.0147594	0.0391575	0.061754	0.123487	0.380962	0.267036	-0.0256357	0.0493873	0.385886	-0.132993	0.0833582	-0.0348862	0.035079	-0.0589399	0.219566	0.0234648	1.15001	0.957613	4.1376	0.751162	0.46473	0.35964	0.303032	0.308116	0.400934	0.24533	-0.0303113	0.146995	0.878448	0.124488	0.126099	0.146393	-0.0712551	0.532691	0.0985324	-0.221548	
3.0836	0.183079	0.132335	0.101203	0.150387	0.402559	-0.187128	-0.0582055	0.178288	0.161742	0.16636	0.313089	0.245363	-0.0454061	0.141022	0.122716	0.314245	0.373348	0.0942592	0.0834003	0.62437	2.31767	3.92531	1.16887	0.280318	0.862166	0.63583	-0.083289	0.163511	2.87288	0.073737	-0.0904705	0.228073	-0.125372	-0.0133091	0.00555524	-0.0496464	-0.154566	-0.0309662	-0.0328297	-0.0298062	-0.266554	-0.122266	-0.125153	0.107886	0.0434964	0.245754	0.141892	0.16535	-0.267986	-0.415798	0.0030238	-0.160994	-0.275518	-0.117899	0.209267	-0.211578	-0.0408554	0.181633	-0.000420758	-0.0809984	0.0946869	0.0506927	0.389259	0.244449	-0.00942436	0.00238731	0.278146	-0.141731	0.0656626	0.011027	-0.0455269	-0.0369387	0.219566	0.0501916	1.17703	0.885015	4.13837	0.710733	0.47673	0.423798	0.302914	0.301517	0.339939	0.26065	0.16254	-0.083189	0.765836	0.161156	0.153123	0.123127	-0.220426	0.524517	0.109328	-0.198167	
3.08657	0.260815	0.195664	0.121285	0.124201	0.486973	-0.0297712	-0.0769272	0.119102	0.151242	0.141306	0.215441	0.327242	-0.0447554	0.136334	0.183151	0.24792	0.345614	0.107734	0.136989	0.604985	2.33881	3.95442	1.26717	0.370388	0.798655	0.586614	-0.0560667	0.0580576	3.04836	0.007647	-0.0969072	0.171727	-0.112788	-0.0120456	0.0227919	-0.101847	-0.182647	0.0147224	-0.0852863	-0.246927	-0.216646	-0.185179	-0.0698474	0.143567	0.0331864	0.166911	0.0804338	0.184304	-0.20469	-0.473393	-0.0424063	-0.219425	-0.160158	-0.0740092	0.229989	-0.204635	-0.0708947	0.151958	0.0139179	-0.125174	0.12762	-0.0221013	0.293436	0.23705	0.00678701	-0.0446127	0.170407	-0.150469	0.0479669	0.0569401	-0.0930262	-0.0149375	0.219566	0.0769185	1.22801	0.812416	4.01019	0.808212	0.488731	0.393008	0.276125	0.294918	0.278945	0.296049	0.299868	-0.169222	0.720758	0.297398	0.16059	0.0998607	-0.329552	0.514518	0.120123	-0.174787	
