"t1_60_ico_bin_ppm","t1_60_ico_nat_ppm","t1_60_ico_zf_ppm","t2_60_ico_bin_ppm","t2_60_ico_nat_ppm","t2_60_ico_zf_ppm","t2_400_ico_bin_ppm","t2_400_ico_pbin_ppm","t2_400_ico_nat_ppm","t2_400_ico_zf_ppm"
"","","","","","","","","","13.1077"
"","","","","","","","","","13.1082"
"","","","","","","","","","13.1087"
"","","","","","","","","","13.1092"
"","","","","","","","","","13.1097"
"","","","","","","","","","13.1102"
"","","","","","","","","","13.1107"
"","","","","","","","","","13.1111"
"","","","","","","","","","13.1116"
"","","","","","","","","","13.1121"
"","","","","","","","","","13.1126"
"","","","","","","","","","13.1131"
"","","","","","","","","","13.1136"
"","","","","","","","","","13.1141"
"","","","","","","","","","13.1146"
"","","","","","","","","","13.115"
"","","","","","","","","","13.1155"
"","","","","","","","","","13.116"
"","","","","","","","","","13.1165"
"","","","","","","","","","13.117"
"","","","","","","","","","13.1175"
"","","","","","","","","","13.118"
"","","","","","","","","","13.1185"
"","","","","","","","","","13.119"
"","","","","","","","","","13.1194"
"","","","","","","","","","13.1199"
"","","","","","","","","","13.1204"
"","","","","","","","","","13.1209"
"","","","","","","","","","13.1214"
"","","","","","","","","","13.1219"
"","","","","","","","","","13.1224"
"","","","","","","","","","13.1229"
"","","","","","","","","","13.1233"
"","","","","","","","","","13.1238"
"","","","","","","","","","13.1243"
"","","","","","","","","","13.1248"
"","","","","","","","","","13.1253"
"","","","","","","","","","13.1258"
"","","","","","","","","","13.1263"
"","","","","","","","","","13.1268"
"","","","","","","","","","13.1273"
"","","","","","","","","","13.1277"
"","","","","","","","","","13.1282"
"","","","","","","","","","13.1287"
"","","","","","","","","","13.1292"
"","","","","","","","","","13.1297"
"","","","","","","","","","13.1302"
"","","","","","","","","","13.1307"
"","","","","","","","","","13.1312"
"","","","","","","","","","13.1317"
"","","","","","","","","","13.1321"
"","","","","","","","","","13.1326"
"","","","","","","","","","13.1331"
"","","","","","","","","","13.1336"
"","","","","","","","","","13.1341"
"","","","","","","","","","13.1346"
"","","","","","","","","","13.1351"
"","","","","","","","","","13.1356"
"","","","","","","","","","13.136"
"","","","","","","","","","13.1365"
"","","","","","","","","","13.137"
"","","","","","","","","","13.1375"
"","","","","","","","","","13.138"
"","","","","","","","","","13.1385"
"","","","","","","","","","13.139"
"","","","","","","","","","13.1395"
"","","","","","","","","","13.14"
"","","","","","","","","","13.1404"
"","","","","","","","","","13.1409"
"","","","","","","","","","13.1414"
"","","","","","","","","","13.1419"
"","","","","","","","","","13.1424"
"","","","","","","","","","13.1429"
"","","","","","","","","","13.1434"
"","","","","","","","","","13.1439"
"","","","","","","","","","13.1443"
"","","","","","","","","","13.1448"
"","","","","","","","","","13.1453"
"","","","","","","","","","13.1458"
"","","","","","","","","","13.1463"
"","","","","","","","","","13.1468"
"","","","","","","","","","13.1473"
"","","","","","","","","","13.1478"
"","","","","","","","","","13.1483"
"","","","","","","","","","13.1487"
"","","","","","","","","","13.1492"
"","","","","","","","","","13.1497"
"","","","","","","","","","13.1502"
"","","","","","","","","","13.1507"
"","","","","","","","","","13.1512"
"","","","","","","","","","13.1517"
"","","","","","","","","","13.1522"
"","","","","","","","","","13.1526"
"","","","","","","","","","13.1531"
"","","","","","","","","","13.1536"
"","","","","","","","","","13.1541"
"","","","","","","","","","13.1546"
"","","","","","","","","","13.1551"
"","","","","","","","","","13.1556"
"","","","","","","","","","13.1561"
"","","","","","","","","","13.1566"
"","","","","","","","","","13.157"
"","","","","","","","","","13.1575"
"","","","","","","","","","13.158"
"","","","","","","","","","13.1585"
"","","","","","","","","","13.159"
"","","","","","","","","","13.1595"
"","","","","","","","","","13.16"
"","","","","","","","","","13.1605"
"","","","","","","","","","13.1609"
"","","","","","","","","","13.1614"
"","","","","","","","","","13.1619"
"","","","","","","","","","13.1624"
"","","","","","","","","","13.1629"
"","","","","","","","","","13.1634"
"","","","","","","","","","13.1639"
"","","","","","","","","","13.1644"
"","","","","","","","","","13.1649"
"","","","","","","","","","13.1653"
"","","","","","","","","","13.1658"
"","","","","","","","","","13.1663"
"","","","","","","","","","13.1668"
"","","","","","","","","","13.1673"
"","","","","","","","","","13.1678"
"","","","","","","","","","13.1683"
"","","","","","","","","","13.1688"
"","","","","","","","","","13.1692"
"","","","","","","","","","13.1697"
"","","","","","","","","","13.1702"
"","","","","","","","","","13.1707"
"","","","","","","","","","13.1712"
"","","","","","","","","","13.1717"
"","","","","","","","","","13.1722"
"","","","","","","","","","13.1727"
"","","","","","","","","","13.1732"
"","","","","","","","","","13.1736"
"","","","","","","","","","13.1741"
"","","","","","","","","","13.1746"
"","","","","","","","","","13.1751"
"","","","","","","","","","13.1756"
"","","","","","","","","","13.1761"
"","","","","","","","","","13.1766"
"","","","","","","","","","13.1771"
"","","","","","","","","","13.1775"
"","","","","","","","","","13.178"
"","","","","","","","","","13.1785"
"","","","","","","","","","13.179"
"","","","","","","","","","13.1795"
"","","","","","","","","","13.18"
"","","","","","","","","","13.1805"
"","","","","","","","","","13.181"
"","","","","","","","","","13.1815"
"","","","","","","","","","13.1819"
"","","","","","","","","","13.1824"
"","","","","","","","","","13.1829"
"","","","","","","","","","13.1834"
"","","","","","","","","","13.1839"
"","","","","","","","","","13.1844"
"","","","","","","","","","13.1849"
"","","","","","","","","","13.1854"
"","","","","","","","","","13.1859"
"","","","","","","","","","13.1863"
"","","","","","","","","","13.1868"
"","","","","","","","","","13.1873"
"","","","","","","","","","13.1878"
"","","","","","","","","","13.1883"
"","","","","","","","","","13.1888"
"","","","","","","","","","13.1893"
"","","","","","","","","","13.1898"
"","","","","","","","","","13.1902"
"","","","","","","","","","13.1907"
"","","","","","","","","","13.1912"
"","","","","","","","","","13.1917"
"","","","","","","","","","13.1922"
"","","","","","","","","","13.1927"
"","","","","","","","","","13.1932"
"","","","","","","","","","13.1937"
"","","","","","","","","","13.1942"
"","","","","","","","","","13.1946"
"","","","","","","","","","13.1951"
"","","","","","","","","","13.1956"
"","","","","","","","","","13.1961"
"","","","","","","","","","13.1966"
"","","","","","","","","","13.1971"
"","","","","","","","","","13.1976"
"","","","","","","","","","13.1981"
"","","","","","","","","","13.1985"
"","","","","","","","","","13.199"
"","","","","","","","","","13.1995"
"","","","","","","","","","13.2"
"","","","","","","","","","13.2005"
"","","","","","","","","","13.201"
"","","","","","","","","","13.2015"
"","","","","","","","","","13.202"
"","","","","","","","","","13.2025"
"","","","","","","","","","13.2029"
"","","","","","","","","","13.2034"
"","","","","","","","","","13.2039"
"","","","","","","","","","13.2044"
"","","","","","","","","","13.2049"
"","","","","","","","","","13.2054"
"","","","","","","","","","13.2059"
"","","","","","","","","","13.2064"
"","","","","","","","","","13.2068"
"","","","","","","","","","13.2073"
"","","","","","","","","","13.2078"
"","","","","","","","","","13.2083"
"","","","","","","","","","13.2088"
"","","","","","","","","","13.2093"
"","","","","","","","","","13.2098"
"","","","","","","","","","13.2103"
"","","","","","","","","","13.2108"
"","","","","","","","","","13.2112"
"","","","","","","","","","13.2117"
"","","","","","","","","","13.2122"
"","","","","","","","","","13.2127"
"","","","","","","","","","13.2132"
"","","","","","","","","","13.2137"
"","","","","","","","","","13.2142"
"","","","","","","","","","13.2147"
"","","","","","","","","","13.2151"
"","","","","","","","","","13.2156"
"","","","","","","","","","13.2161"
"","","","","","","","","","13.2166"
"","","","","","","","","","13.2171"
"","","","","","","","","","13.2176"
"","","","","","","","","","13.2181"
"","","","","","","","","","13.2186"
"","","","","","","","","","13.2191"
"","","","","","","","","","13.2195"
"","","","","","","","","","13.22"
"","","","","","","","","","13.2205"
"","","","","","","","","","13.221"
"","","","","","","","","","13.2215"
"","","","","","","","","","13.222"
"","","","","","","","","","13.2225"
"","","","","","","","","","13.223"
"","","","","","","","","","13.2234"
"","","","","","","","","","13.2239"
"","","","","","","","","","13.2244"
"","","","","","","","","","13.2249"
"","","","","","","","","","13.2254"
"","","","","","","","","","13.2259"
"","","","","","","","","","13.2264"
"","","","","","","","","","13.2269"
"","","","","","","","","","13.2274"
"","","","","","","","","","13.2278"
"","","","","","","","","","13.2283"
"","","","","","","","","","13.2288"
"","","","","","","","","","13.2293"
"","","","","","","","","","13.2298"
"","","","","","","","","","13.2303"
"","","","","","","","","","13.2308"
"","","","","","","","","","13.2313"
"","","","","","","","","","13.2317"
"","","","","","","","","","13.2322"
"","","","","","","","","","13.2327"
"","","","","","","","","","13.2332"
"","","","","","","","","","13.2337"
"","","","","","","","","","13.2342"
"","","","","","","","","","13.2347"
"","","","","","","","","","13.2352"
"","","","","","","","","","13.2357"
"","","","","","","","","","13.2361"
"","","","","","","","","","13.2366"
"","","","","","","","","","13.2371"
"","","","","","","","","","13.2376"
"","","","","","","","","","13.2381"
"","","","","","","","","","13.2386"
"","","","","","","","","","13.2391"
"","","","","","","","","","13.2396"
"","","","","","","","","","13.2401"
"","","","","","","","","","13.2405"
"","","","","","","","","","13.241"
"","","","","","","","","","13.2415"
"","","","","","","","","","13.242"
"","","","","","","","","","13.2425"
"","","","","","","","","","13.243"
"","","","","","","","","","13.2435"
"","","","","","","","","","13.244"
"","","","","","","","","","13.2444"
"","","","","","","","","","13.2449"
"","","","","","","","","","13.2454"
"","","","","","","","","","13.2459"
"","","","","","","","","","13.2464"
"","","","","","","","","","13.2469"
"","","","","","","","","","13.2474"
"","","","","","","","","","13.2479"
"","","","","","","","","","13.2484"
"","","","","","","","","","13.2488"
"","","","","","","","","","13.2493"
"","","","","","","","","","13.2498"
"","","","","","","","","","13.2503"
"","","","","","","","","","13.2508"
"","","","","","","","","","13.2513"
"","","","","","","","","","13.2518"
"","","","","","","","","","13.2523"
"","","","","","","","","","13.2527"
"","","","","","","","","","13.2532"
"","","","","","","","","","13.2537"
"","","","","","","","","","13.2542"
"","","","","","","","","","13.2547"
"","","","","","","","","","13.2552"
"","","","","","","","","","13.2557"
"","","","","","","","","","13.2562"
"","","","","","","","","","13.2567"
"","","","","","","","","","13.2571"
"","","","","","","","","","13.2576"
"","","","","","","","","","13.2581"
"","","","","","","","","","13.2586"
"","","","","","","","","","13.2591"
"","","","","","","","","","13.2596"
"","","","","","","","","","13.2601"
"","","","","","","","","","13.2606"
"","","","","","","","","","13.261"
"","","","","","","","","","13.2615"
"","","","","","","","","","13.262"
"","","","","","","","","","13.2625"
"","","","","","","","","","13.263"
"","","","","","","","","","13.2635"
"","","","","","","","","","13.264"
"","","","","","","","","","13.2645"
"","","","","","","","","","13.265"
"","","","","","","","","","13.2654"
"","","","","","","","","","13.2659"
"","","","","","","","","","13.2664"
"","","","","","","","","","13.2669"
"","","","","","","","","","13.2674"
"","","","","","","","","","13.2679"
"","","","","","","","","","13.2684"
"","","","","","","","","","13.2689"
"","","","","","","","","","13.2693"
"","","","","","","","","","13.2698"
"","","","","","","","","","13.2703"
"","","","","","","","","","13.2708"
"","","","","","","","","","13.2713"
"","","","","","","","","","13.2718"
"","","","","","","","","","13.2723"
"","","","","","","","","","13.2728"
"","","","","","","","","","13.2733"
"","","","","","","","","","13.2737"
"","","","","","","","","","13.2742"
"","","","","","","","","","13.2747"
"","","","","","","","","","13.2752"
"","","","","","","","","","13.2757"
"","","","","","","","","","13.2762"
"","","","","","","","","","13.2767"
"","","","","","","","","","13.2772"
"","","","","","","","","","13.2776"
"","","","","","","","","","13.2781"
"","","","","","","","","","13.2786"
"","","","","","","","","","13.2791"
"","","","","","","","","","13.2796"
"","","","","","","","","","13.2801"
"","","","","","","","","","13.2806"
"","","","","","","","","","13.2811"
"","","","","","","","","","13.2816"
"","","","","","","","","","13.282"
"","","","","","","","","","13.2825"
"","","","","","","","","","13.283"
"","","","","","","","","","13.2835"
"","","","","","","","","","13.284"
"","","","","","","","","","13.2845"
"","","","","","","","","","13.285"
"","","","","","","","","","13.2855"
"","","","","","","","","","13.2859"
"","","","","","","","","","13.2864"
"","","","","","","","","","13.2869"
"","","","","","","","","","13.2874"
"","","","","","","","","","13.2879"
"","","","","","","","","","13.2884"
"","","","","","","","","","13.2889"
"","","","","","","","","","13.2894"
"","","","","","","","","","13.2899"
"","","","","","","","","","13.2903"
"","","","","","","","","","13.2908"
"","","","","","","","","","13.2913"
"","","","","","","","","","13.2918"
"","","","","","","","","","13.2923"
"","","","","","","","","","13.2928"
"","","","","","","","","","13.2933"
"","","","","","","","","","13.2938"
"","","","","","","","","","13.2943"
"","","","","","","","","","13.2947"
"","","","","","","","","","13.2952"
"","","","","","","","","","13.2957"
"","","","","","","","","","13.2962"
"","","","","","","","","","13.2967"
"","","","","","","","","","13.2972"
"","","","","","","","","","13.2977"
"","","","","","","","","","13.2982"
"","","","","","","","","","13.2986"
"","","","","","","","","","13.2991"
"","","","","","","","","","13.2996"
"","","","","","","","","","13.3001"
"","","","","","","","","","13.3006"
"","","","","","","","","","13.3011"
"","","","","","","","","","13.3016"
"","","","","","","","","","13.3021"
"","","","","","","","","","13.3026"
"","","","","","","","","","13.303"
"","","","","","","","","","13.3035"
"","","","","","","","","","13.304"
"","","","","","","","","","13.3045"
"","","","","","","","","","13.305"
"","","","","","","","","","13.3055"
"","","","","","","","","","13.306"
"","","","","","","","","","13.3065"
"","","","","","","","","","13.3069"
"","","","","","","","","","13.3074"
"","","","","","","","","","13.3079"
"","","","","","","","","","13.3084"
"","","","","","","","","","13.3089"
"","","","","","","","","","13.3094"
"","","","","","","","","","13.3099"
"","","","","","","","","","13.3104"
"","","","","","","","","","13.3109"
"","","","","","","","","","13.3113"
"","","","","","","","","","13.3118"
"","","","","","","","","","13.3123"
"","","","","","","","","","13.3128"
"","","","","","","","","","13.3133"
"","","","","","","","","","13.3138"
"","","","","","","","","","13.3143"
"","","","","","","","","","13.3148"
"","","","","","","","","","13.3152"
"","","","","","","","","","13.3157"
"","","","","","","","","","13.3162"
"","","","","","","","","","13.3167"
"","","","","","","","","","13.3172"
"","","","","","","","","","13.3177"
"","","","","","","","","","13.3182"
"","","","","","","","","","13.3187"
"","","","","","","","","","13.3192"
"","","","","","","","","","13.3196"
"","","","","","","","","","13.3201"
"","","","","","","","","","13.3206"
"","","","","","","","","","13.3211"
"","","","","","","","","","13.3216"
"","","","","","","","","","13.3221"
"","","","","","","","","","13.3226"
"","","","","","","","","","13.3231"
"","","","","","","","","","13.3235"
"","","","","","","","","","13.324"
"","","","","","","","","","13.3245"
"","","","","","","","","","13.325"
"","","","","","","","","","13.3255"
"","","","","","","","","","13.326"
"","","","","","","","","","13.3265"
"","","","","","","","","","13.327"
"","","","","","","","","","13.3275"
"","","","","","","","","","13.3279"
"","","","","","","","","","13.3284"
"","","","","","","","","","13.3289"
"","","","","","","","","","13.3294"
"","","","","","","","","","13.3299"
"","","","","","","","","","13.3304"
"","","","","","","","","","13.3309"
"","","","","","","","","","13.3314"
"","","","","","","","","","13.3318"
"","","","","","","","","","13.3323"
"","","","","","","","","","13.3328"
"","","","","","","","","","13.3333"
"","","","","","","","","","13.3338"
"","","","","","","","","","13.3343"
"","","","","","","","","","13.3348"
"","","","","","","","","","13.3353"
"","","","","","","","","","13.3358"
"","","","","","","","","","13.3362"
"","","","","","","","","","13.3367"
"","","","","","","","","","13.3372"
"","","","","","","","","","13.3377"
"","","","","","","","","","13.3382"
"","","","","","","","","","13.3387"
"","","","","","","","","","13.3392"
"","","","","","","","","","13.3397"
"","","","","","","","","","13.3401"
"","","","","","","","","","13.3406"
"","","","","","","","","","13.3411"
"","","","","","","","","","13.3416"
"","","","","","","","","","13.3421"
"","","","","","","","","","13.3426"
"","","","","","","","","","13.3431"
"","","","","","","","","","13.3436"
"","","","","","","","","","13.3441"
"","","","","","","","","","13.3445"
"","","","","","","","","","13.345"
"","","","","","","","","","13.3455"
"","","","","","","","","","13.346"
"","","","","","","","","","13.3465"
"","","","","","","","","","13.347"
"","","","","","","","","","13.3475"
"","","","","","","","","","13.348"
"","","","","","","","","","13.3485"
"","","","","","","","","","13.3489"
"","","","","","","","","","13.3494"
"","","","","","","","","","13.3499"
"","","","","","","","","","13.3504"
"","","","","","","","","","13.3509"
"","","","","","","","","","13.3514"
"","","","","","","","","","13.3519"
"","","","","","","","","","13.3524"
"","","","","","","","","","13.3528"
"","","","","","","","","","13.3533"
"","","","","","","","","","13.3538"
"","","","","","","","","","13.3543"
"","","","","","","","","","13.3548"
"","","","","","","","","","13.3553"
"","","","","","","","","","13.3558"
"","","","","","","","","","13.3563"
"","","","","","","","","","13.3568"
"","","","","","","","","","13.3572"
"","","","","","","","","","13.3577"
"","","","","","","","","","13.3582"
"","","","","","","","","","13.3587"
"","","","","","","","","","13.3592"
"","","","","","","","","","13.3597"
"","","","","","","","","","13.3602"
"","","","","","","","","","13.3607"
"","","","","","","","","","13.3611"
"","","","","","","","","","13.3616"
"","","","","","","","","","13.3621"
"","","","","","","","","","13.3626"
"","","","","","","","","","13.3631"
"","","","","","","","","","13.3636"
"","","","","","","","","","13.3641"
"","","","","","","","","","13.3646"
"","","","","","","","","","13.3651"
"","","","","","","","","","13.3655"
"","","","","","","","","","13.366"
"","","","","","","","","","13.3665"
"","","","","","","","","","13.367"
"","","","","","","","","","13.3675"
"","","","","","","","","","13.368"
"","","","","","","","","","13.3685"
"","","","","","","","","","13.369"
"","","","","","","","","","13.3694"
"","","","","","","","","","13.3699"
"","","","","","","","","","13.3704"
"","","","","","","","","","13.3709"
"","","","","","","","","","13.3714"
"","","","","","","","","","13.3719"
"","","","","","","","","","13.3724"
"","","","","","","","","","13.3729"
"","","","","","","","","","13.3734"
"","","","","","","","","","13.3738"
"","","","","","","","","","13.3743"
"","","","","","","","","","13.3748"
"","","","","","","","","","13.3753"
"","","","","","","","","","13.3758"
"","","","","","","","","","13.3763"
"","","","","","","","","","13.3768"
"","","","","","","","","","13.3773"
"","","","","","","","","","13.3777"
"","","","","","","","","","13.3782"
"","","","","","","","","","13.3787"
"","","","","","","","","","13.3792"
"","","","","","","","","","13.3797"
"","","","","","","","","","13.3802"
"","","","","","","","","","13.3807"
"","","","","","","","","","13.3812"
"","","","","","","","","","13.3817"
"","","","","","","","","","13.3821"
"","","","","","","","","","13.3826"
"","","","","","","","","","13.3831"
"","","","","","","","","","13.3836"
"","","","","","","","","","13.3841"
"","","","","","","","","","13.3846"
"","","","","","","","","","13.3851"
"","","","","","","","","","13.3856"
"","","","","","","","","","13.386"
"","","","","","","","","","13.3865"
"","","","","","","","","","13.387"
"","","","","","","","","","13.3875"
"","","","","","","","","","13.388"
"","","","","","","","","","13.3885"
"","","","","","","","","","13.389"
"","","","","","","","","","13.3895"
"","","","","","","","","","13.39"
"","","","","","","","","","13.3904"
"","","","","","","","","","13.3909"
"","","","","","","","","","13.3914"
"","","","","","","","","","13.3919"
"","","","","","","","","","13.3924"
"","","","","","","","","","13.3929"
"","","","","","","","","","13.3934"
"","","","","","","","","","13.3939"
"","","","","","","","","","13.3943"
"","","","","","","","","","13.3948"
"","","","","","","","","","13.3953"
"","","","","","","","","","13.3958"
"","","","","","","","","","13.3963"
"","","","","","","","","","13.3968"
"","","","","","","","","","13.3973"
"","","","","","","","","","13.3978"
"","","","","","","","","","13.3983"
"","","","","","","","","","13.3987"
"","","","","","","","","","13.3992"
"","","","","","","","","","13.3997"
"","","","","","","","","","13.4002"
"","","","","","","","","","13.4007"
"","","","","","","","","","13.4012"
"","","","","","","","","","13.4017"
"","","","","","","","","","13.4022"
"","","","","","","","","","13.4026"
"","","","","","","","","","13.4031"
"","","","","","","","","","13.4036"
"","","","","","","","","","13.4041"
"","","","","","","","","","13.4046"
"","","","","","","","","","13.4051"
"","","","","","","","","","13.4056"
"","","","","","","","","","13.4061"
"","","","","","","","","","13.4066"
"","","","","","","","","","13.407"
"","","","","","","","","","13.4075"
"","","","","","","","","","13.408"
"","","","","","","","","","13.4085"
"","","","","","","","","","13.409"
"","","","","","","","","","13.4095"
"","","","","","","","","","13.41"
"","","","","","","","","","13.4105"
"","","","","","","","","","13.411"
"","","","","","","","","","13.4114"
"","","","","","","","","","13.4119"
"","","","","","","","","","13.4124"
"","","","","","","","","","13.4129"
"","","","","","","","","","13.4134"
"","","","","","","","","","13.4139"
"","","","","","","","","","13.4144"
"","","","","","","","","","13.4149"
"","","","","","","","","","13.4153"
"","","","","","","","","","13.4158"
"","","","","","","","","","13.4163"
"","","","","","","","","","13.4168"
"","","","","","","","","","13.4173"
"","","","","","","","","","13.4178"
"","","","","","","","","","13.4183"
"","","","","","","","","","13.4188"
"","","","","","","","","","13.4193"
"","","","","","","","","","13.4197"
"","","","","","","","","","13.4202"
"","","","","","","","","","13.4207"
"","","","","","","","","","13.4212"
"","","","","","","","","","13.4217"
"","","","","","","","","","13.4222"
"","","","","","","","","","13.4227"
"","","","","","","","","","13.4232"
"","","","","","","","","","13.4236"
"","","","","","","","","","13.4241"
"","","","","","","","","","13.4246"
"","","","","","","","","","13.4251"
"","","","","","","","","","13.4256"
"","","","","","","","","","13.4261"
"","","","","","","","","","13.4266"
"","","","","","","","","","13.4271"
"","","","","","","","","","13.4276"
"","","","","","","","","","13.428"
"","","","","","","","","","13.4285"
"","","","","","","","","","13.429"
"","","","","","","","","","13.4295"
"","","","","","","","","","13.43"
"","","","","","","","","","13.4305"
"","","","","","","","","","13.431"
"","","","","","","","","","13.4315"
"","","","","","","","","","13.4319"
"","","","","","","","","","13.4324"
"","","","","","","","","","13.4329"
"","","","","","","","","","13.4334"
"","","","","","","","","","13.4339"
"","","","","","","","","","13.4344"
"","","","","","","","","","13.4349"
"","","","","","","","","","13.4354"
"","","","","","","","","","13.4359"
"","","","","","","","","","13.4363"
"","","","","","","","","","13.4368"
"","","","","","","","","","13.4373"
"","","","","","","","","","13.4378"
"","","","","","","","","","13.4383"
"","","","","","","","","","13.4388"
"","","","","","","","","","13.4393"
"","","","","","","","","","13.4398"
"","","","","","","","","","13.4402"
"","","","","","","","","","13.4407"
"","","","","","","","","","13.4412"
"","","","","","","","","","13.4417"
"","","","","","","","","","13.4422"
"","","","","","","","","","13.4427"
"","","","","","","","","","13.4432"
"","","","","","","","","","13.4437"
"","","","","","","","","","13.4442"
"","","","","","","","","","13.4446"
"","","","","","","","","","13.4451"
"","","","","","","","","","13.4456"
"","","","","","","","","","13.4461"
"","","","","","","","","","13.4466"
"","","","","","","","","","13.4471"
"","","","","","","","","","13.4476"
"","","","","","","","","","13.4481"
"","","","","","","","","","13.4485"
"","","","","","","","","","13.449"
"","","","","","","","","","13.4495"
"","","","","","","","","","13.45"
"","","","","","","","","","13.4505"
"","","","","","","","","","13.451"
"","","","","","","","","","13.4515"
"","","","","","","","","","13.452"
"","","","","","","","","","13.4525"
"","","","","","","","","","13.4529"
"","","","","","","","","","13.4534"
"","","","","","","","","","13.4539"
"","","","","","","","","","13.4544"
"","","","","","","","","","13.4549"
"","","","","","","","","","13.4554"
"","","","","","","","","","13.4559"
"","","","","","","","","","13.4564"
"","","","","","","","","","13.4568"
"","","","","","","","","","13.4573"
"","","","","","","","","","13.4578"
"","","","","","","","","","13.4583"
"","","","","","","","","","13.4588"
"","","","","","","","","","13.4593"
"","","","","","","","","","13.4598"
"","","","","","","","","","13.4603"
"","","","","","","","","","13.4608"
"","","","","","","","","","13.4612"
"","","","","","","","","","13.4617"
"","","","","","","","","","13.4622"
"","","","","","","","","","13.4627"
"","","","","","","","","","13.4632"
"","","","","","","","","","13.4637"
"","","","","","","","","","13.4642"
"","","","","","","","","","13.4647"
"","","","","","","","","","13.4652"
"","","","","","","","","","13.4656"
"","","","","","","","","","13.4661"
"","","","","","","","","","13.4666"
"","","","","","","","","","13.4671"
"","","","","","","","","","13.4676"
"","","","","","","","","","13.4681"
"","","","","","","","","","13.4686"
"","","","","","","","","","13.4691"
"","","","","","","","","","13.4695"
"","","","","","","","","","13.47"
"","","","","","","","","","13.4705"
"","","","","","","","","","13.471"
"","","","","","","","","","13.4715"
"","","","","","","","","","13.472"
"","","","","","","","","","13.4725"
"","","","","","","","","","13.473"
"","","","","","","","","","13.4735"
"","","","","","","","","","13.4739"
"","","","","","","","","","13.4744"
"","","","","","","","","","13.4749"
"","","","","","","","","","13.4754"
"","","","","","","","","","13.4759"
"","","","","","","","","","13.4764"
"","","","","","","","","","13.4769"
"","","","","","","","","","13.4774"
"","","","","","","","","","13.4778"
"","","","","","","","","","13.4783"
"","","","","","","","","","13.4788"
"","","","","","","","","","13.4793"
"","","","","","","","","","13.4798"
"","","","","","","","","","13.4803"
"","","","","","","","","","13.4808"
"","","","","","","","","","13.4813"
"","","","","","","","","","13.4818"
"","","","","","","","","","13.4822"
"","","","","","","","","","13.4827"
"","","","","","","","","","13.4832"
"","","","","","","","","","13.4837"
"","","","","","","","","","13.4842"
"","","","","","","","","","13.4847"
"","","","","","","","","","13.4852"
"","","","","","","","","","13.4857"
"","","","","","","","","","13.4861"
"","","","","","","","","","13.4866"
"","","","","","","","","","13.4871"
"","","","","","","","","","13.4876"
"","","","","","","","","","13.4881"
"","","","","","","","","","13.4886"
"","","","","","","","","","13.4891"
"","","","","","","","","","13.4896"
"","","","","","","","","","13.4901"
"","","","","","","","","","13.4905"
"","","","","","","","","","13.491"
"","","","","","","","","","13.4915"
"","","","","","","","","","13.492"
"","","","","","","","","","13.4925"
"","","","","","","","","","13.493"
"","","","","","","","","","13.4935"
"","","","","","","","","","13.494"
"","","","","","","","","","13.4944"
"","","","","","","","","","13.4949"
"","","","","","","","","","13.4954"
"","","","","","","","","","13.4959"
"","","","","","","","","","13.4964"
"","","","","","","","","","13.4969"
"","","","","","","","","","13.4974"
"","","","","","","","","","13.4979"
"","","","","","","","","","13.4984"
"","","","","","","","","","13.4988"
"","","","","","","","","","13.4993"
"","","","","","","","","","13.4998"
"","","","","","","","","","13.5003"
"","","","","","","","","","13.5008"
"","","","","","","","","","13.5013"
"","","","","","","","","","13.5018"
"","","","","","","","","","13.5023"
"","","","","","","","","","13.5027"
"","","","","","","","","","13.5032"
"","","","","","","","","","13.5037"
"","","","","","","","","","13.5042"
"","","","","","","","","","13.5047"
"","","","","","","","","","13.5052"
"","","","","","","","","","13.5057"
"","","","","","","","","","13.5062"
"","","","","","","","","","13.5067"
"","","","","","","","","","13.5071"
"","","","","","","","","","13.5076"
"","","","","","","","","","13.5081"
"","","","","","","","","","13.5086"
"","","","","","","","","","13.5091"
"","","","","","","","","","13.5096"
"","","","","","","","","","13.5101"
"","","","","","","","","","13.5106"
"","","","","","","","","","13.511"
"","","","","","","","","","13.5115"
"","","","","","","","","","13.512"
"","","","","","","","","","13.5125"
"","","","","","","","","","13.513"
"","","","","","","","","","13.5135"
"","","","","","","","","","13.514"
"","","","","","","","","","13.5145"
"","","","","","","","","","13.515"
"","","","","","","","","","13.5154"
"","","","","","","","","","13.5159"
"","","","","","","","","","13.5164"
"","","","","","","","","","13.5169"
"","","","","","","","","","13.5174"
"","","","","","","","","","13.5179"
"","","","","","","","","","13.5184"
"","","","","","","","","","13.5189"
"","","","","","","","","","13.5194"
"","","","","","","","","","13.5198"
"","","","","","","","","","13.5203"
"","","","","","","","","","13.5208"
"","","","","","","","","","13.5213"
"","","","","","","","","","13.5218"
"","","","","","","","","","13.5223"
"","","","","","","","","","13.5228"
"","","","","","","","","","13.5233"
"","","","","","","","","","13.5237"
"","","","","","","","","","13.5242"
"","","","","","","","","","13.5247"
"","","","","","","","","","13.5252"
"","","","","","","","","","13.5257"
"","","","","","","","","","13.5262"
"","","","","","","","","","13.5267"
"","","","","","","","","","13.5272"
"","","","","","","","","","13.5277"
"","","","","","","","","","13.5281"
"","","","","","","","","","13.5286"
"","","","","","","","","","13.5291"
"","","","","","","","","","13.5296"
"","","","","","","","","","13.5301"
"","","","","","","","","","13.5306"
"","","","","","","","","","13.5311"
"","","","","","","","","","13.5316"
"","","","","","","","","","13.532"
